sample,rtt_us
1466,129170.600
1467,15295.600
1468,10501.600
1469,4477.500
1470,3901.900
1471,4936.400
1472,8052.000
1473,10628.900
1474,10092.100
1475,6424.200
1476,21537.800
1477,6996.800
1478,5007.300
1479,6817.800
1480,10238.400
1481,8035.100
1482,10293.600
1483,26886.700
1484,7150.600
1485,136086.300
1486,9359.900
1487,16770.800
1488,52510.200
1489,30932.800
1490,10735.600
1491,12470.600
1492,16732.800
1493,37574.700
1494,15689.400
1495,8266.600
1496,53123.400
1497,5678.700
1498,5942.100
1499,23216.800
1500,17467.500
1501,39169.000
1502,6561.900
1503,10996.000
1504,6628.500
1505,4221.000
1506,13552.500
1507,17040.500
1508,9858.700
1509,13264.200
1510,232595.300
1511,12420.000
1512,7198.400
1513,5729.800
1514,4359.800
1515,3890.100
1516,13993.300
1517,8904.100
1518,7353.300
1519,10660.600
1520,13193.100
1521,4724.500
1522,4736.900
1523,3491.000
1524,8056.000
1525,32792.200
1526,7539.900
1527,7439.400
1528,3975.500
1529,3492.900
1530,11084.600
1531,5556.300
1532,25972.800
1533,19681.700
1534,4060.600
1535,3723.900
1536,14458.500
1537,19843.600
1538,20955.600
1539,8713.900
1540,175488.100
1541,5351.500
1542,26299.700
1543,17480.200
1544,10706.400
1545,37092.600
1546,18499.900
1547,5138.100
1548,25629.200
1549,9386.600
1550,11196.400
1551,35398.600
1552,19334.100
1553,5465.800
1554,5888.800
1555,25737.200
1556,5076.100
1557,3926.100
1558,27196.000
1559,11830.900
1560,19104.800
1561,36084.900
1562,8589.700
1563,26296.600
1564,13680.100
1565,243040.100
1566,15336.800
1567,13961.400
1568,5044.100
1569,12091.600
1570,11776.000
1571,6881.700
1572,8978.300
1573,13806.600
1574,5630.800
1575,6852.500
1576,6641.400
1577,8086.300
1578,40775.100
1579,5180.400
1580,4961.300
1581,9136.600
1582,18176.000
1583,34270.500
1584,5141.700
1585,4878.600
1586,7443.400
1587,16019.400
1588,126390.500
1589,16287.500
1590,13738.700
1591,4472.800
1592,13524.600
1593,6273.800
1594,13675.500
1595,13708.200
1596,6789.000
1597,43374.000
1598,13678.900
1599,4194.100
1600,26645.200
1601,16124.700
1602,25055.600
