sample,rtt_us
209,75682.800
210,77231.800
211,76294.900
212,75094.200
213,75191.800
214,75237.600
215,75371.300
216,75486.800
217,75293.300
218,75358.700
219,76476.600
220,75690.800
221,75122.800
222,77576.300
223,74274.000
224,77362.900
225,74997.200
226,77456.600
227,117095.400
228,76725.600
229,75741.400
230,74382.600
231,75977.500
232,76227.100
233,74193.800
234,78706.100
235,73263.600
236,76516.500
237,75739.400
238,76309.600
239,86399.600
240,75334.100
241,92373.700
242,74867.500
243,77497.200
244,73961.000
245,76952.200
246,73937.700
247,76507.000
248,108425.200
249,79820.800
250,129021.900
251,74617.300
252,77358.000
253,75235.900
254,75286.600
255,78609.100
256,75755.900
257,75508.800
258,76656.200
259,104915.100
260,78912.300
261,100263.500
262,72053.200
263,74993.100
264,73956.100
265,76629.600
266,78571.700
267,74461.200
268,74297.500
269,83204.400
270,77110.900
271,76973.100
272,74361.000
273,76093.600
274,76364.400
275,74961.600
276,76277.800
277,77177.900
278,74041.000
279,76570.600
280,75978.900
281,73958.000
282,76321.200
283,75934.100
284,76128.300
285,74661.200
286,75210.100
287,75395.300
288,76614.900
289,74493.300
290,77269.800
291,76123.300
292,74606.200
293,77136.000
294,73341.400
295,75693.700
296,78171.700
297,76424.700
298,76203.100
299,74919.300
300,75799.200
301,76233.100
302,76091.700
303,75912.800
304,76252.600
305,74179.300
306,76975.700
307,75768.200
308,76607.800
309,74866.700
310,74799.000
311,75159.700
312,76994.100
313,75520.100
314,76484.300
315,75401.000
316,76311.300
317,75746.800
318,74854.400
319,75255.300
320,75442.900
321,76146.600
322,76379.400
323,73587.300
324,76665.400
325,75440.200
326,76276.000
327,74861.300
328,77221.400
329,75704.300
330,78060.000
331,75087.500
332,75631.500
333,76206.300
334,73752.400
335,74897.900
336,76219.500
337,75753.200
338,76413.300
339,76655.600
340,75536.200
341,76786.900
342,73677.000
343,75557.900
344,77003.600
345,78880.800
346,71754.500
347,75085.200
348,78105.300
349,72106.100
350,76178.500
351,75893.700
352,76709.800
353,74569.900
354,77334.600
355,74679.500
356,75943.300
357,75327.100
358,77924.500
359,74438.100
360,74450.800
361,76739.700
362,76819.300
363,75709.800
364,76164.500
365,73359.100
366,77618.200
367,77454.000
368,75275.500
369,73542.800
370,76069.600
371,76178.000
372,75339.400
373,75292.700
374,76667.500
375,75434.200
376,75370.800
377,76358.900
378,75956.300
379,73713.100
380,76025.000
381,285856.900
382,66897.400
383,76889.000
384,75311.500
385,74400.100
386,76447.300
387,76900.700
388,73502.800
389,76188.500
390,76612.600
391,76414.900
392,75906.500
393,75874.900
394,75088.800
395,74451.200
396,75319.100
397,76896.200
398,76002.800
399,74500.800
400,76905.600
401,72698.100
402,76393.700
403,74702.800
404,77716.000
405,75294.200
406,76354.900
407,74982.700
408,76047.200
409,75704.900
410,76119.600
411,75883.500
412,77937.500
413,75393.800
414,79078.800
415,78503.600
416,75285.900
417,76849.300
418,77189.400
419,72774.000
420,79340.200
421,72781.200
422,77218.600
423,76574.000
424,76237.000
425,76126.400
426,74536.200
427,75983.900
428,75674.500
429,75221.100
430,78627.600
431,73182.700
432,76849.800
433,75487.500
434,78336.500
435,74949.700
436,72036.900
437,75015.400
438,77132.200
439,78330.900
440,71889.900
441,76826.400
442,75875.000
443,74154.400
444,77826.900
445,79110.000
446,71948.300
447,75657.900
448,75988.900
449,75992.900
450,76596.800
451,74961.900
452,75259.600
453,75402.100
454,75133.000
455,75749.100
456,75101.000
457,75979.300
458,74792.800
459,78029.800
460,74038.900
461,75281.800
462,76990.000
463,77294.800
464,76902.100
465,75215.200
466,75374.000
467,73622.100
468,79410.700
469,72800.600
470,75352.100
471,75910.800
472,76805.700
473,77440.800
474,75194.800
475,76781.400
476,76362.200
477,76152.000
478,74058.500
479,76349.400
480,77406.300
481,77129.500
482,74522.200
483,74973.900
484,79009.700
485,72582.400
486,75399.900
487,76075.000
488,75498.200
489,79189.700
490,72284.300
491,75483.900
492,79101.500
493,75603.800
494,74177.000
495,79379.100
496,72794.800
497,77598.300
498,76853.500
499,75383.700
500,75305.300
501,78012.600
502,71393.000
503,75422.200
504,75762.500
505,76155.600
506,76149.200
507,74850.000
508,73870.900
509,76193.000
510,77504.500
511,76493.500
512,249795.100
513,63681.400
514,77794.000
515,74931.200
516,75776.100
517,75363.800
518,76313.800
519,74758.600
520,75502.400
521,75768.100
522,212631.400
523,68667.900
524,72988.300
525,75415.600
526,76934.800
527,76363.500
528,74992.400
529,75513.200
530,76078.700
531,75787.300
532,74574.200
533,78788.900
534,82599.100
535,76330.100
536,75386.400
537,76207.500
538,75348.600
539,75173.800
540,75142.100
541,79510.300
542,73487.100
543,75912.800
544,75936.200
545,73451.600
546,75795.900
547,76435.400
